GSM1900772	GSM1900777	GSM1900789	GSM1900806	GSM1900817	GSM1900826	GSM1900834	GSM1900849	GSM1900856	GSM1900863	GSM1900890	GSM1900905	GSM1900912	GSM1900922	GSM1900929	GSM1900944	GSM1900950
LYVE1	4.57411	5.90183	3.76263	4.19845	5.17276	5.29819	4.5029	4.77307	4.68908	5.15421	4.98925	4.64516	4.9534	5.04413	5.07948	4.80377	4.92018
KRT24	2.94452	3.80043	3.18972	3.09699	3.57049	3.12324	3.01844	2.88445	3.47905	3.29012	2.91435	3.49691	3.05148	3.08145	3.42962	3.21997	3.27783
GPX3	5.55237	5.71293	4.52074	5.35539	5.70191	5.46027	5.73111	5.22619	5.61277	5.57668	5.47001	5.50069	6.01061	5.54916	5.80289	5.72077	5.37064
FBLN5	4.73996	4.6061	4.8259	4.85658	4.30742	4.58446	4.8516	4.61181	5.10695	5.05449	4.57562	4.70009	4.71843	4.48029	4.90882	3.99445	4.75081
C7	2.95533	3.0455	2.72402	2.83561	3.02842	2.70492	2.876	2.98023	2.60083	2.87557	2.55469	2.99667	2.72223	2.54975	2.80312	2.82292	2.76443
PAPPA-AS1	3.3033	4.2848	3.12926	4.1258	3.49345	3.4695	3.81993	4.26676	3.58059	3.80499	3.61121	4.1238	4.98665	3.70473	4.34668	3.79283	3.55635
TPM2	5.26371	5.45804	5.91831	5.39415	4.9491	5.74109	5.27693	6.39465	6.2159	5.45556	5.25283	5.10109	5.95596	6.11767	5.65161	5.44414	5.57161
TMEM47	3.87723	4.01852	3.83932	4.10011	3.76793	3.67711	3.95101	4.0812	4.286	4.14175	3.86549	3.88625	3.63236	3.89816	3.60299	4.24667	3.74956
ENPP2	3.79612	3.73703	4.61597	3.7957	4.15637	4.01161	3.69217	4.08694	3.95413	3.86825	3.66373	3.46032	3.46299	3.18187	3.87478	4.2715	3.45615
LAMB1	4.4122	4.62728	3.95897	3.97286	3.98968	4.17049	4.15467	3.82443	3.62152	4.07142	4.30075	4.3783	3.94232	3.89315	4.05829	3.92599	3.8278
MNDA	11.1717	11.269	10.6077	11.0299	11.0883	11.0263	11.2186	11.3355	11.2682	11.0797	11.3888	11.2248	11.253	11.1662	11.1483	10.8153	11.0265
TJP1	3.47262	4.05873	2.85386	3.08295	3.43148	3.17526	3.31495	3.54421	3.3664	3.64628	3.314	3.25054	3.58302	3.35423	3.27973	3.51599	3.59547
TCEAL9	3.40159	3.69988	3.59215	3.8796	3.43227	3.40503	3.82675	3.83311	3.60197	2.81626	3.36639	3.87579	3.56444	3.06557	3.40971	3.14432	3.57183
NCKAP1	3.74245	4.12483	4.05197	4.04044	4.88201	3.76498	3.97457	4.77969	4.31357	3.60637	3.77965	4.34091	4.11607	3.72858	3.58224	3.83139	5.04208
EPYC	3.12475	3.50361	3.28902	3.35772	3.14272	2.90568	3.19005	3.69863	3.26592	3.79977	3.37223	3.09573	3.46456	3.31957	3.35463	2.97209	3.51588
PRRX1	4.07331	4.59254	4.00722	4.02651	4.03736	4.37685	3.97761	4.9672	4.0942	4.2473	4.35701	4.35203	4.35678	3.85281	4.40973	3.49113	3.67252
EDNRB	3.2913	3.55065	3.21701	2.97572	3.31219	3.52083	3.62933	3.35063	3.31524	3.75021	3.44653	3.35328	3.4511	3.13084	3.10942	3.60059	3.47014
SULT1B1	8.90183	10.1094	8.42238	8.88987	9.79217	9.01934	8.68983	8.65628	9.03675	8.79301	9.2204	8.93858	8.95201	9.54179	8.66592	8.74317	8.67823
COL3A1	4.84364	5.0064	4.15324	4.55953	4.49322	4.43855	4.66928	4.80197	4.62556	4.83714	4.54496	4.84165	4.7101	4.18539	4.71332	4.81524	4.4506
CSF3R	11.7296	12.0426	10.9357	11.5229	11.8203	11.6154	11.6405	10.4621	11.6198	11.888	11.7702	11.6324	11.6074	11.854	11.8313	11.6173	11.3689
TRAT1	7.89455	6.27661	8.12692	8.38238	6.81895	7.80538	8.00841	8.99137	8.02908	7.39458	7.83158	8.33512	7.83311	8.41442	7.61633	8.21652	7.71682
HSD17B6	2.50168	2.5743	2.77028	2.65403	2.65777	2.58427	2.43694	3.09873	2.53888	2.561	2.43002	2.68693	2.86536	2.65749	2.47477	2.48469	2.4682
MEDAG	3.78756	3.67315	3.50466	4.10042	3.8509	3.26626	3.66529	3.18452	3.65645	3.63113	3.57823	3.6138	3.88427	3.51832	3.56572	3.75052	3.62261
CCR7	9.60499	7.63299	10.2407	9.96569	8.47648	9.94202	9.99716	8.98546	9.69455	9.75569	9.32726	9.01338	9.57644	9.06077	9.86769	9.76991	8.97112
PPBP	10.6565	10.742	10.0686	10.0161	10.9409	9.99537	10.7889	9.09219	10.8826	10.4267	9.91928	11.1496	11.1538	9.93838	10.2466	10.8426	11.5742
HPGD	4.3046	6.6531	4.81601	3.87135	6.41229	4.97761	4.29034	4.81954	4.54272	4.08214	3.91759	4.52715	4.12473	5.52002	4.80113	4.63538	5.20236
C3	4.21235	3.86082	3.64903	3.88071	4.00853	3.96439	3.66969	4.16679	3.87336	5.08012	4.35554	3.69143	3.98901	3.47355	3.95692	4.2797	4.07428
SGCB	4.10125	4.2994	3.62526	4.12918	3.66484	4.07103	4.6943	4.45254	3.88345	3.82339	4.15213	4.45222	4.0982	4.66413	3.76095	4.11963	4.50063
GPX8	2.69516	3.28176	3.12292	2.89352	3.0142	3.19402	2.88201	3.2896	2.82897	2.90755	2.88662	2.91461	2.6912	2.60269	3.08272	3.02727	2.8077
COL1A2	4.78043	4.70868	4.80421	4.90796	4.5721	4.59621	4.54205	4.5874	4.64342	4.5588	4.70416	4.69719	4.58643	5.03281	4.51146	4.48297	4.61793
EMP2	3.34524	4.38377	4.37929	3.95705	4.18748	3.28442	4.26468	3.89134	4.09102	3.71262	4.00244	3.86754	3.89572	4.00137	3.90777	3.57123	4.05161
GCM1	4.4448	3.70177	4.238	3.67304	3.75281	4.2542	4.10271	3.7371	4.17393	4.32564	3.66877	4.28691	4.35031	4.29698	4.21894	4.1994	3.75959
RNASE1	5.0929	7.40751	5.66252	5.13817	5.05962	5.6178	5.31932	5.47651	4.89378	5.57839	5.54122	5.51857	5.23514	5.9302	6.08948	5.07113	5.13338
FPR1	11.3722	11.5661	10.5419	11.1956	11.624	11.3827	11.3862	10.3397	11.318	11.531	11.5718	11.3055	11.2686	11.4769	11.3902	11.1857	11.1236
IL2RG	10.6775	10.8013	10.2133	10.7197	10.5312	10.7344	10.6667	9.94957	10.6418	11.0485	10.8922	10.5955	10.5297	10.8343	10.8838	10.5741	10.4818
CCL21	5.16121	5.22357	4.9797	4.84064	5.04951	5.1056	5.05134	4.83185	4.77754	4.96428	4.81197	4.81191	5.31933	5.05434	5.04721	4.78275	4.38086
ASPN	2.96707	2.89404	3.35198	3.37723	2.87065	3.02796	2.88851	3.63017	2.85638	3.63651	3.60905	2.97342	2.77911	2.9723	3.418	3.00449	2.78907
IGFBP3	4.2743	5.38019	4.11836	5.29458	5.39682	4.90776	4.95494	4.70179	4.7729	5.23384	5.67389	5.91884	5.30567	5.11499	5.13226	4.8383	5.34568
CAV2	3.29421	4.08434	3.14456	3.11605	4.16318	3.44367	3.24868	3.38888	3.30291	3.77064	4.02238	3.31933	3.63267	3.2354	3.98133	3.73369	3.00806
MYH11	5.5032	5.3526	5.00467	5.20941	5.33096	4.82481	5.12468	4.27509	5.09325	5.23325	5.94369	5.91128	5.56144	5.28159	5.58192	5.41718	4.17534
PLEKHH2	3.3245	3.71735	2.93358	3.49269	3.17445	3.13743	3.07825	3.88175	3.28261	3.86651	3.58081	3.21252	3.61895	3.63137	3.11281	3.54431	3.66926
CNN1	4.94869	4.90112	4.43392	4.55894	4.2002	4.54355	4.56464	4.88033	4.46574	4.75287	4.77945	4.80926	4.72493	4.20154	4.76111	4.59301	4.62499
CD248	5.77555	4.84133	6.48646	5.71234	5.68023	5.72186	6.16028	4.91553	5.7211	5.7328	5.39884	4.93212	5.36835	5.26253	5.38	5.62372	5.33092
UCHL1	4.06219	4.36242	3.34347	3.41645	3.8789	4.16106	3.9182	3.83144	3.74318	4.88675	4.16371	4.02397	3.85065	3.9388	4.71956	3.56169	4.01464
LOX	4.03628	3.46249	3.67251	3.1007	3.34644	3.47609	3.33956	3.44774	3.03587	2.9687	3.45631	2.52206	3.5065	3.39149	3.46966	3.53687	3.96672
GRHL2	3.72076	3.68818	3.5712	3.84724	3.8509	3.59646	3.61197	4.064	3.93242	3.88149	3.87111	3.71992	3.56426	3.60645	3.62868	3.69533	4.15713
RBPMS	4.85698	4.69331	4.02099	4.56346	4.80042	4.95442	4.94424	5.48543	4.98511	4.44409	5.06115	4.8569	5.07348	4.29805	4.38474	4.87575	4.50801
FPR2	8.87149	9.15915	7.58222	8.32213	9.31162	8.54083	8.72666	6.59276	8.31514	8.48827	8.91936	8.27295	8.50625	8.90449	8.5892	8.25808	8.24434
FMOD	3.44088	3.21916	3.61466	3.53018	3.43358	3.32776	3.37611	3.55242	3.49066	3.54254	3.17306	3.62907	3.42619	3.53914	3.47324	3.47072	3.49246
COL4A1	4.07363	3.76674	3.8315	3.5225	3.75496	3.79877	3.3863	4.02456	3.73359	3.54813	3.61615	3.70283	3.54771	3.62904	4.01393	3.5957	4.05068
FCN1	9.98218	9.33054	9.3689	9.38015	10.2343	9.53803	9.76706	8.82203	9.63596	10.2634	9.71347	9.78648	10.1098	9.61715	9.6301	9.57653	9.02331
VGLL1	5.37809	4.74775	5.4104	5.11007	4.63177	4.53636	5.11196	4.18368	4.42902	4.47281	5.17022	4.89282	4.82424	4.87658	4.91815	4.81843	4.77079
FCMR	8.84501	7.06956	9.18952	9.28192	8.24074	9.27154	9.50712	7.9796	9.4636	9.23857	8.78424	9.49101	9.27823	8.98319	9.11131	9.20301	9.12998
FAM114A1	3.64128	4.17037	3.7987	3.42583	4.07573	3.49043	3.83867	4.12845	4.16569	3.93674	4.494	3.90986	3.42825	3.86916	4.41362	4.36783	4.33165
RAB25	3.70092	3.85847	4.9018	3.51302	4.09602	3.86171	4.03421	4.46705	4.22305	3.91232	3.96879	4.2201	3.61093	4.13679	4.20465	4.58974	4.17276
EPS8	4.00899	4.40289	4.72987	4.03249	4.44793	4.15629	3.94759	4.0728	4.17238	4.12057	4.16926	3.94371	4.22965	4.05356	3.85104	4.50076	3.96254
PRSS23	4.4432	4.08772	3.46768	5.07999	4.19859	4.81691	4.19862	4.0738	3.70069	4.94313	5.41604	4.58506	4.63154	3.75574	3.78064	3.60483	5.29374
LILRA2	9.73574	9.91282	8.62408	9.47556	10.0495	9.53268	9.50989	8.27737	9.41083	9.87205	9.91257	9.62532	9.70528	10.1589	9.53277	8.99752	9.50594
ARHGAP15	9.93042	10.3278	9.40199	10.0166	9.85238	10.0934	9.91522	10.1223	9.95077	9.53228	10.0576	9.85704	9.75639	10.1064	9.56301	10.0457	9.54555
CDR1	2.71686	5.3429	5.58072	2.71237	2.42558	2.7094	2.59379	3.4189	2.80533	2.60632	3.57644	2.85186	2.96119	2.88211	2.96192	3.00643	2.89811
MYOCD	3.84837	3.91984	3.73386	3.42392	3.61569	3.30818	3.22352	4.43891	3.50553	3.92027	3.51767	3.26786	3.49567	3.19594	3.70166	3.40108	3.54337
JAML	10.9125	11.1001	9.92071	10.6383	10.9427	10.7779	10.6434	10.2544	10.7137	10.8321	10.9704	10.6419	10.8829	10.8604	10.7919	10.7119	10.3192
DDAH1	3.46356	4.63967	4.27053	3.58254	3.32797	3.93674	4.24381	3.47448	3.526	4.19818	3.09122	3.7325	3.88263	3.54381	4.15142	3.72473	4.23821
ADGRL4	2.76631	2.95857	2.21765	2.62607	2.5359	2.55877	2.57654	3.44255	2.51705	2.95558	2.5338	2.4537	2.66125	2.16613	2.6615	2.6302	2.3704
STRADB	10.8938	9.00391	11.4173	10.6342	10.3074	10.5065	10.8205	10.3174	10.6246	10.2412	10.0918	10.8334	11.0887	10.089	10.9287	10.6253	11.2086
PHOSPHO1	9.44209	8.36322	10.8407	9.20301	8.62759	9.26913	9.36272	6.91195	9.47053	8.94763	8.54243	9.23094	9.44971	8.61773	10.0697	9.40345	10.458
VGLL3	3.32597	3.7736	2.77599	3.06826	2.81814	2.95668	2.84045	3.65712	2.79617	2.74474	3.15045	3.0187	3.12619	3.23308	3.28319	3.10455	2.99054
DES	5.68223	5.41164	5.34718	5.19782	5.08864	4.7119	5.30234	4.99108	5.39115	5.61147	5.73001	5.18573	5.56557	5.16674	5.60679	5.42897	5.34169
GTF2A1L	3.08456	3.52608	2.85771	3.08694	3.08283	3.24371	2.89593	3.37952	3.28072	3.3477	2.81683	3.11044	3.19606	3.26522	3.02423	3.39801	2.88016
STON1	3.08456	3.52608	2.85771	3.08694	3.08283	3.24371	2.89593	3.37952	3.28072	3.3477	2.81683	3.11044	3.19606	3.26522	3.02423	3.39801	2.88016
STON1-GTF2A1L	3.08456	3.52608	2.85771	3.08694	3.08283	3.24371	2.89593	3.37952	3.28072	3.3477	2.81683	3.11044	3.19606	3.26522	3.02423	3.39801	2.88016
EDNRA	3.54963	3.60918	3.23794	3.72916	2.89165	3.98857	3.26688	3.18168	3.50011	3.45306	3.32342	3.60816	3.0664	3.63495	3.44144	3.21946	3.31932
CD3E	9.04995	6.96431	9.38168	9.64854	8.45143	9.62421	9.39088	8.69134	9.56406	9.28173	9.1921	9.17103	9.20823	9.19205	9.42447	9.42374	9.04527
CYR61	3.94966	4.47826	3.84554	4.02096	4.00434	3.83572	4.14486	3.5858	3.99097	4.54457	4.16424	3.79931	4.01834	3.49553	4.47949	4.39604	4.69348
ISLR	5.06437	4.41809	4.87611	5.19311	4.32795	4.36292	4.59552	5.63907	5.31354	4.62231	4.84929	4.74471	4.5802	4.91294	4.89293	4.72374	4.6895
MET	3.07797	3.29294	2.99898	2.6591	3.24355	2.54537	2.88031	3.56417	2.62769	2.95827	2.86321	2.97985	2.42379	2.96604	2.77497	2.67392	3.00543
HEMGN	9.22526	6.42564	11.3565	8.78096	8.09293	8.45602	9.36527	8.07227	8.33732	7.40035	7.27008	8.65379	8.82395	8.03761	8.43256	8.82111	9.87687
PERP	4.30945	5.00479	4.10397	5.11598	4.68295	4.84771	4.95165	4.13276	5.34051	4.88509	4.64635	4.87784	4.58552	5.31518	4.86767	4.93151	4.00414
MUC16	4.85142	5.36388	4.52351	4.72596	4.53864	4.48137	4.58719	4.93085	4.33319	4.64039	5.00786	4.61386	4.47277	4.57718	5.23417	4.42503	4.44998
SLC7A2	3.62709	4.58728	3.4166	3.92366	3.48937	3.30801	3.37413	3.55807	3.47557	3.97559	3.2946	3.33388	3.86675	3.23785	3.56048	3.65617	3.73908
LVRN	3.17486	2.94017	2.82706	3.0336	3.34579	2.72481	2.88425	3.59702	2.88446	3.07984	3.10854	2.88013	2.6451	2.9458	3.02903	3.03865	2.7804
CTSK	4.6818	5.39883	5.10698	4.78867	5.12848	5.49399	5.45714	4.773	4.83259	4.66884	5.33742	5.15933	5.26277	4.77335	5.02246	5.07197	3.97723
RAF1	3.47954	3.56315	3.28052	3.53782	3.39534	3.15675	3.31978	3.4176	3.2713	3.56191	3.36079	3.30335	3.35346	3.25551	3.13735	2.97015	3.08489
ESRP1	3.47954	3.56315	3.28052	3.53782	3.39534	3.15675	3.31978	3.4176	3.2713	3.56191	3.36079	3.30335	3.35346	3.25551	3.13735	2.97015	3.08489
OLR1	4.67726	4.76372	5.02613	4.09838	3.6841	4.76546	4.51631	5.14712	5.35148	3.94343	3.51577	3.75287	4.60281	3.77472	4.11746	4.43547	4.40261
PMP22	4.90931	4.90497	4.69646	4.45253	4.93994	4.90086	5.19648	5.20918	5.06123	5.35379	5.14498	5.01302	5.12503	4.40626	4.0899	6.61287	5.35139
TFAP2C	3.09556	3.01919	3.04158	2.77572	2.68972	3.02796	2.66951	4.23768	3.00826	3.08762	3.01514	2.75765	2.68773	2.75937	3.52219	2.83613	3.35287
IFIT1B	7.60037	5.63691	10.0877	7.90389	8.50592	8.05416	8.34912	8.11324	7.07733	6.91887	5.57089	7.68054	7.80118	7.44393	7.13753	7.47675	8.91785
PTN	3.76922	3.85801	3.40604	3.45116	3.16738	3.50416	3.3745	2.81146	3.81039	3.08316	3.25406	3.5104	3.55096	3.19725	3.49662	3.45541	3.50031
SIRPB1	9.71657	10.6965	8.67467	9.83365	10.5248	9.55906	9.48098	8.59176	9.54119	10.3775	10.4017	9.57719	10.3109	9.93288	10.1212	9.99774	9.87373
EGFR	3.82991	4.17305	3.32046	3.34477	4.21095	3.83797	3.82858	4.54975	4.17478	3.50069	3.20919	3.75254	4.04984	3.3816	4.28679	3.6875	3.14159
C1QC	4.36402	5.86723	5.44723	5.09203	5.17186	4.82731	4.11061	4.71785	4.81273	4.81162	5.28236	4.62478	4.57763	5.84623	5.3209	4.86464	5.35331
PLK2	2.9885	3.11965	2.99456	2.86642	2.88925	2.57436	3.45676	3.95533	3.05254	2.71573	3.24212	2.6505	2.75085	2.64593	2.91508	2.63347	3.23858
SERPINA1	11.1407	11.4473	10.2488	10.8098	11.3525	11.0728	10.8688	10.4953	11.2341	11.2175	11.2255	10.9628	10.9433	11.1952	11.1209	11.0438	10.7301
CDH1	4.70744	3.81601	5.96657	4.70862	4.75533	4.87333	4.951	4.45542	5.05678	4.74503	4.02655	5.27854	4.81461	4.42539	4.45041	4.82779	5.17823
TEAD1	3.77591	4.31582	3.70376	3.96018	4.17573	4.02711	3.9088	4.58834	4.18497	4.1194	4.02241	3.65754	3.83978	3.96437	4.51579	4.07524	4.71901
ADAM12	4.12854	4.41445	4.2292	4.34746	4.20497	4.50998	3.68592	4.53246	4.37878	3.88886	4.10867	4.08568	4.61903	4.44725	4.23214	3.77812	4.28798
CLEC4E	7.9792	8.90424	7.73709	7.65557	8.74236	8.60928	7.87793	6.28323	8.3072	8.04387	7.82903	7.79462	8.42968	8.00735	8.10593	7.35932	8.10465
NID1	4.65091	4.1522	5.3004	3.78444	5.12066	4.64907	4.33565	3.82358	4.32183	4.64846	4.23627	4.72983	4.54999	4.23725	4.77992	4.80718	4.37844
SORL1	10.4526	11.1437	9.67893	10.1437	10.675	10.5088	10.3779	9.75213	10.2495	10.5159	10.5168	10.0241	10.2352	10.4233	10.4478	10.3952	10.0295
HBM	9.8688	8.25147	11.8737	8.73124	8.85974	9.56857	9.82598	8.13726	9.69554	8.76327	8.76004	9.98291	9.90094	8.10014	10.2353	9.61735	11.1212
SDC2	3.95914	4.09852	3.54889	4.09068	3.70284	4.27377	4.17484	5.19225	3.3417	4.4155	4.19058	3.76176	4.16357	3.93696	3.64078	4.82027	3.78402
SVEP1	3.40675	3.74075	3.19553	3.29021	3.13418	3.18124	3.39121	3.81285	3.58287	3.51339	3.24982	3.54919	3.31345	3.80507	3.66179	3.07706	3.20693
CCL2	4.9468	5.35967	4.94016	4.36298	3.76354	5.11714	4.72101	5.49036	4.62826	4.58852	5.23564	4.45565	4.92365	4.43247	4.88863	4.72803	5.22466
ITGAV	4.26034	4.70744	5.18738	5.11588	5.08248	4.69924	4.97205	5.08335	4.63831	5.21496	5.12078	5.32895	5.0616	4.61348	4.55307	5.11331	4.69794
LEF1	9.26883	7.34177	9.91133	9.60421	8.18351	9.46837	9.47249	9.23579	9.16536	9.15425	8.47458	8.59408	9.26702	8.60347	9.37758	9.20063	8.33216
GRAP2	8.26893	6.96916	8.36789	8.15958	7.91799	7.78709	8.38303	7.69077	8.4468	8.45707	7.90695	8.70276	8.85683	7.64443	8.45153	8.40389	9.03268
MRC1	3.40692	4.15612	3.77052	4.084	3.37789	3.59165	3.28355	3.82374	3.66477	4.32481	3.27809	3.19564	3.42161	3.37521	3.28406	3.93028	3.56884
P2RY13	10.6599	11.0442	9.87952	10.508	10.8172	10.6201	10.3871	10.191	10.636	10.6804	10.7726	10.4364	10.4078	11.0963	10.3417	10.4797	10.2234
TRAF3IP3	8.47824	7.72485	8.46758	8.80916	8.22991	8.58533	8.6078	8.78359	8.52939	8.40159	8.88422	8.52839	8.67598	8.43998	8.34492	8.56659	8.5219
FAT1	3.64889	4.48434	3.48678	3.54683	3.67903	4.2603	3.83811	3.5307	4.11166	3.95606	3.82207	3.61254	3.6527	4.19712	4.19361	4.25883	3.88492
CD52	10.6557	9.67796	11.1238	11.3396	10.4971	11.0186	11.316	11.3335	11.1998	10.5278	11.2332	11.0389	10.508	11.027	10.2541	11.3834	11.0246
JAM2	3.53656	4.60467	4.09513	3.90631	3.77152	4.14231	3.88438	4.66348	4.19665	4.30087	4.27253	3.69033	4.09792	4.50409	4.0796	3.72483	4.0658
ADAMTS1	4.82242	4.34424	4.06695	4.76977	4.41016	4.53896	3.97541	3.984	4.60649	4.34757	4.48192	4.4415	4.41567	4.31878	4.82795	4.01282	4.33289
STC1	4.03072	5.3775	3.99134	3.2526	3.99199	3.75969	3.72497	4.69901	3.88884	4.59636	4.46716	4.42611	3.90347	4.44573	3.70586	4.10039	3.98245
COL14A1	3.79548	4.31424	3.48055	3.58237	3.79992	3.51456	3.76888	3.94023	3.59017	3.53448	3.64494	3.63486	3.536	3.79354	3.80321	3.62611	3.79729
SMOC2	3.79999	3.66282	3.8369	3.83515	3.29274	3.80846	4.03595	4.34375	3.95643	3.82571	3.82121	3.52759	3.88519	4.0734	4.01029	4.00194	3.62163
CRIM1	5.49431	5.17856	5.4753	5.27837	5.45664	5.85039	5.53739	5.42423	5.72913	5.10397	5.70644	5.25207	5.54199	5.68873	5.14231	5.38846	5.36902
TSPAN1	3.8621	3.66882	3.47914	3.55878	3.81627	3.6345	3.65435	3.71986	3.48602	3.56028	3.58218	3.55923	3.90194	3.67458	3.71376	3.96934	3.56612
IGFBP7	5.76076	6.72286	6.3052	5.84322	6.2702	5.84957	5.73059	5.70328	5.8789	6.36963	5.97264	6.22595	5.69839	6.06738	5.73567	6.00744	5.98004
TNFAIP6	7.5815	7.86499	6.85547	6.78994	8.58295	8.25157	8.10009	7.0822	8.88653	8.61639	7.16484	8.77516	8.87127	9.22971	8.93116	8.0948	7.97073
CALU	5.02294	4.38675	5.29761	5.0597	5.54449	5.31285	5.04112	5.07653	5.01745	4.33542	5.2224	4.93019	5.01179	4.9072	4.42691	5.08406	5.22468
SERPINF1	4.49483	4.04022	5.98588	4.9962	4.42091	4.47526	4.74774	4.49906	4.19504	3.53174	4.61622	3.60647	4.61308	3.81361	4.35524	3.72852	4.42168
RAC2	11.0696	11.1326	10.5724	10.9449	11.2021	10.7496	11.0386	9.78316	10.8302	11.4559	11.1326	10.9353	10.9875	10.7767	11.2115	10.9612	10.668
CD48	9.46164	9.27753	9.00615	9.62243	9.50227	9.52248	9.37351	9.85538	9.59957	9.07492	9.51159	9.55082	9.21637	9.94243	8.85765	9.31169	9.30564
SULF1	3.65074	4.18609	4.17769	3.7071	4.1297	3.74903	3.98683	4.50888	4.23906	4.43728	4.2172	3.77825	4.06913	3.45509	4.40407	4.10402	3.83233
C1QB	5.29274	5.99643	4.87228	5.19959	5.55066	5.7153	5.15041	4.46491	5.84985	5.262	5.70835	5.24678	4.61916	5.96682	5.72071	5.81576	5.71257
TM4SF1	4.1974	4.51486	4.08262	4.0176	3.87169	3.80528	3.76844	4.0221	3.52688	3.75042	4.1328	3.59136	3.78196	3.60508	3.61304	3.5084	3.77578
PLOD2	2.97471	2.89466	3.25345	3.06137	3.72765	2.86102	3.21562	4.4678	2.57322	3.38829	2.43228	4.02754	3.42564	3.14985	2.62215	3.91823	5.03179
CFL2	3.71416	3.79589	4.51608	4.8734	4.31314	4.3023	4.23167	4.49187	4.21552	4.59706	4.51016	4.76749	4.22292	4.71067	4.00122	4.65211	4.66599
DEPTOR	3.19687	3.71816	3.73131	3.38367	3.62066	3.20114	4.49069	3.54925	3.52847	3.93129	3.41353	3.21925	3.11032	3.99985	3.31196	3.66882	3.73596
GLB1L2	4.03131	4.0886	3.88492	3.72016	3.68424	3.94881	3.77993	4.37996	3.90821	4.19187	4.9172	4.09879	3.95542	4.11448	3.81483	3.58063	3.97921
GRAMD2B	4.39737	4.31543	5.04021	4.60683	4.08601	4.90381	4.75367	4.84999	4.95097	4.74308	4.71012	4.18941	4.82183	4.85342	4.37726	4.58284	5.09177
CAP2	3.58696	3.72941	3.00752	3.53876	4.02909	3.41607	3.04375	3.32796	3.45449	3.33017	3.34308	3.33227	3.2594	3.29953	3.96278	3.48602	3.07178
UCA1	4.44733	4.69897	4.54343	4.25465	4.94175	4.77982	4.60957	4.65746	4.76618	4.81605	4.65421	4.36188	4.8691	4.48494	4.58211	4.62669	4.38339
RBFOX2	3.66148	4.5569	3.84662	3.58602	3.46103	3.55281	3.75018	4.1537	3.94922	3.77151	4.09077	3.89024	4.16911	3.7289	4.11463	3.68366	3.76827
SLIT2	3.96566	4.28457	3.96566	3.84364	4.00533	3.81137	3.70872	3.39297	3.91302	4.1115	3.79335	3.86237	3.73411	3.75721	4.08065	4.1947	3.98304
RPS12	5.88383	6.16839	5.78459	5.15259	5.31658	5.53465	6.09764	5.00049	5.66688	6.05324	5.99145	5.6423	5.92816	6.07778	6.28735	5.43891	5.56061
H19	5.88383	6.16839	5.78459	5.15259	5.31658	5.53465	6.09764	5.00049	5.66688	6.05324	5.99145	5.6423	5.92816	6.07778	6.28735	5.43891	5.56061
PLPP1	4.78339	4.0084	5.20708	5.25407	4.46355	5.01179	4.88832	5.71066	5.21373	4.96473	5.16355	4.97422	4.91437	4.85797	4.63356	5.32025	4.62216
PXDN	4.46321	4.33516	4.02963	3.8327	4.00054	3.72959	3.4452	4.06927	3.76999	3.98944	4.04937	3.96113	3.84389	3.71044	3.65938	3.2663	3.87241
EPB41	10.3857	8.9679	11.1322	10.1159	10.4621	10.4298	10.4585	10.0046	10.062	10.3723	9.69392	10.3027	10.4713	9.62859	10.3562	10.3614	10.7883
F3	3.31977	4.03352	4.34994	3.65662	3.77404	3.99042	3.62648	5.04646	4.47582	4.07319	3.43791	3.28053	3.58576	3.39599	3.60581	3.72274	3.98657
ANXA8	4.44473	4.9075	4.65399	4.30967	4.26178	4.44639	4.39239	4.699	4.62874	4.55856	4.68168	4.49853	4.23733	4.56359	4.89176	4.3098	4.58688
ANXA8L1	4.44473	4.9075	4.65399	4.30967	4.26178	4.44639	4.39239	4.699	4.62874	4.55856	4.68168	4.49853	4.23733	4.56359	4.89176	4.3098	4.58688
RXFP1	2.72645	3.32519	2.56249	2.80252	2.71439	2.88664	2.98939	3.73878	2.75489	2.95749	3.0794	3.12914	2.79282	2.73017	3.41513	3.24452	2.89792
TARP	8.65931	6.0499	7.92011	9.37677	7.78831	8.7666	8.12918	8.17474	8.38389	8.4876	9.84965	9.05529	8.30253	8.98391	7.74541	8.66857	9.03565
PTPN13	4.36712	3.69419	3.48715	4.04493	3.85364	4.72528	3.87634	4.16617	4.52704	3.91407	4.20722	4.02283	4.0706	4.05271	4.0866	3.98674	4.19617
ADAMTS5	3.39567	4.62813	4.06876	3.74177	4.27291	3.6916	3.95989	4.00512	4.03736	3.15574	4.48679	3.79552	4.05281	4.01816	3.72514	4.03874	4.2276
FABP4	2.86471	3.07073	3.04197	2.93098	3.13529	2.93501	2.8842	3.62091	2.62033	3.17507	2.72528	2.70817	2.77762	2.67206	2.61709	3.12894	3.00902
CST7	11.157	12.1631	9.8612	11.1069	12.2692	11.5477	11.4887	9.29019	11.318	11.8283	11.3767	11.7166	11.211	12.0576	12.0013	11.6201	11.817
FBXO32	4.78084	3.5068	4.69888	5.59829	4.16122	5.51111	5.03093	4.08787	5.34432	4.82214	5.02042	5.32302	5.34084	4.74471	4.58585	5.26797	4.74309
DMTN	9.88878	7.98292	10.6315	8.9352	9.48258	9.65489	9.69422	7.59446	9.65941	9.78755	8.28001	9.83973	9.80306	8.24347	9.8915	9.5952	10.5997
